"date","game_type","away_team","away_score","home_team","home_score","overtime","neutral_site","score_diff","outcome"
2025-02-07,"Hockey East","Maine",NA,"Providence",NA,FALSE,FALSE,NA,NA
2025-02-07,"Hockey East","Boston University",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-02-07,"Hockey East","Boston College",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-02-07,"Hockey East","Massachusetts",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2025-02-07,"Hockey East","Vermont",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-02-07,"NCHC","St. Cloud State",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-02-07,"NCHC","Denver",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-02-07,"NCHC","Colorado College",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2025-02-07,"NCHC","Minnesota-Duluth",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2025-02-07,"CCHA","Northern Michigan",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2025-02-07,"CCHA","Bemidji State",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2025-02-07,"CCHA","Augustana",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2025-02-07,"CCHA","St. Thomas",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2025-02-07,"Non-Conference","Lindenwood",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-02-08,"Hockey East","Maine",NA,"Providence",NA,FALSE,FALSE,NA,NA
2025-02-08,"Hockey East","Mass.-Lowell",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2025-02-08,"Hockey East","Merrimack",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-02-08,"Big Ten","Penn State",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2025-02-08,"Big Ten","Michigan State",NA,"Michigan",NA,FALSE,TRUE,NA,NA
2025-02-08,"Big Ten","Ohio State",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2025-02-08,"Atlantic Hockey","Sacred Heart",NA,"Army",NA,FALSE,FALSE,NA,NA
2025-02-08,"Atlantic Hockey","American Int'l",NA,"Mercyhurst",NA,FALSE,FALSE,NA,NA
2025-02-08,"Atlantic Hockey","Air Force",NA,"Canisius",NA,FALSE,FALSE,NA,NA
2025-02-08,"Atlantic Hockey","Holy Cross",NA,"RIT",NA,FALSE,FALSE,NA,NA
2025-02-08,"Atlantic Hockey","Robert Morris",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2025-02-08,"NCHC","Denver",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-02-08,"NCHC","St. Cloud State",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-02-08,"NCHC","Colorado College",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2025-02-08,"NCHC","Minnesota-Duluth",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2025-02-08,"CCHA","Bemidji State",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2025-02-08,"CCHA","Augustana",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2025-02-08,"CCHA","Northern Michigan",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2025-02-08,"CCHA","St. Thomas",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2025-02-08,"Non-Conference","Alaska-Anchorage",NA,"Alaska",NA,FALSE,FALSE,NA,NA
2025-02-08,"ECAC","Clarkson",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2025-02-08,"ECAC","Union",NA,"Cornell",NA,FALSE,FALSE,NA,NA
2025-02-08,"ECAC","Rensselaer",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2025-02-08,"ECAC","St. Lawrence",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-02-09,"ECAC","Yale",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-02-10,"ECAC","Northeastern",NA,"BU/Harvard",NA,FALSE,TRUE,NA,NA
2025-02-10,"ECAC","Boston University",NA,"BC/NE",NA,FALSE,TRUE,NA,NA
2025-02-10,"ECAC","BU/Harvard",NA,"Boston College",NA,FALSE,TRUE,NA,NA
2025-02-10,"ECAC","Harvard",NA,"BC/Northeastern",NA,FALSE,TRUE,NA,NA
2025-02-11,"Atlantic Hockey","Canisius",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-02-12,"Non-Conference","Alaska-Anchorage",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2025-02-14,"Big Ten","Notre Dame",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-02-14,"Big Ten","Minnesota",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2025-02-14,"Big Ten","Wisconsin",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2025-02-14,"Non-Conference","Alaska-Anchorage",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-02-14,"Non-Conference","Alaska",NA,"Lindenwood",NA,FALSE,FALSE,NA,NA
2025-02-14,"Atlantic Hockey","Mercyhurst",NA,"Holy Cross",NA,FALSE,FALSE,NA,NA
2025-02-14,"Atlantic Hockey","Robert Morris",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-02-14,"Atlantic Hockey","Canisius",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2025-02-14,"Atlantic Hockey","Army",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2025-02-14,"Atlantic Hockey","American Int'l",NA,"RIT",NA,FALSE,FALSE,NA,NA
2025-02-14,"ECAC","Quinnipiac",NA,"Union",NA,FALSE,FALSE,NA,NA
2025-02-14,"ECAC","Harvard",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-02-14,"ECAC","Colgate",NA,"Yale",NA,FALSE,FALSE,NA,NA
2025-02-14,"ECAC","Princeton",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2025-02-14,"ECAC","Dartmouth",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-02-14,"ECAC","Cornell",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-02-14,"Hockey East","Massachusetts",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2025-02-14,"Hockey East","New Hampshire",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-02-14,"Hockey East","Mass.-Lowell",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2025-02-14,"Hockey East","Boston University",NA,"Providence",NA,FALSE,FALSE,NA,NA
2025-02-14,"Hockey East","Vermont",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-02-14,"NCHC","Miami",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-02-14,"NCHC","North Dakota",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-02-14,"NCHC","Omaha",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-02-14,"NCHC","Arizona State",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-02-14,"Non-Conference v. D3","Plymouth State",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2025-02-14,"CCHA","Lake Superior",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2025-02-14,"CCHA","Michigan Tech",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2025-02-15,"Hockey East","Providence",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2025-02-15,"Hockey East","Boston College",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-02-15,"Hockey East","Northeastern",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-02-15,"Hockey East","Vermont",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-02-15,"Hockey East","New Hampshire",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-02-15,"Big Ten","Notre Dame",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-02-15,"Big Ten","Minnesota",NA,"Michigan",NA,FALSE,FALSE,NA,NA
2025-02-15,"Big Ten","Wisconsin",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2025-02-15,"Atlantic Hockey","Mercyhurst",NA,"Holy Cross",NA,FALSE,FALSE,NA,NA
2025-02-15,"Atlantic Hockey","Canisius",NA,"Bentley",NA,FALSE,FALSE,NA,NA
2025-02-15,"Atlantic Hockey","Army",NA,"Air Force",NA,FALSE,FALSE,NA,NA
2025-02-15,"Atlantic Hockey","Niagara",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-02-15,"Atlantic Hockey","American Int'l",NA,"RIT",NA,FALSE,FALSE,NA,NA
2025-02-15,"Non-Conference","Alaska-Anchorage",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-02-15,"Non-Conference","Alaska",NA,"Lindenwood",NA,FALSE,FALSE,NA,NA
2025-02-15,"ECAC","Harvard",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-02-15,"ECAC","Princeton",NA,"Union",NA,FALSE,FALSE,NA,NA
2025-02-15,"ECAC","Colgate",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-02-15,"ECAC","Cornell",NA,"Yale",NA,FALSE,FALSE,NA,NA
2025-02-15,"ECAC","Quinnipiac",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2025-02-15,"ECAC","Dartmouth",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-02-15,"NCHC","North Dakota",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-02-15,"NCHC","Omaha",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-02-15,"NCHC","Miami",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-02-15,"NCHC","Arizona State",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-02-15,"CCHA","Michigan Tech",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2025-02-15,"CCHA","Lake Superior",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2025-02-18,"Atlantic Hockey","Sacred Heart",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2025-02-20,"Atlantic Hockey","Bentley",NA,"Holy Cross",NA,FALSE,FALSE,NA,NA
2025-02-21,"Big Ten","Penn State",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2025-02-21,"Big Ten","Ohio State",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2025-02-21,"Big Ten","Notre Dame",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2025-02-21,"CCHA","Bowling Green",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2025-02-21,"CCHA","St. Thomas",NA,"Northern Michigan",NA,FALSE,FALSE,NA,NA
2025-02-21,"CCHA","Ferris State",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2025-02-21,"CCHA","Minnesota State",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2025-02-21,"Atlantic Hockey","Army",NA,"American Int'l",NA,FALSE,FALSE,NA,NA
2025-02-21,"Atlantic Hockey","Niagara",NA,"Canisius",NA,FALSE,FALSE,NA,NA
2025-02-21,"Atlantic Hockey","Air Force",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-02-21,"Atlantic Hockey","Mercyhurst",NA,"RIT",NA,FALSE,FALSE,NA,NA
2025-02-21,"ECAC","Clarkson",NA,"Cornell",NA,FALSE,FALSE,NA,NA
2025-02-21,"ECAC","Yale",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2025-02-21,"ECAC","Union",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2025-02-21,"ECAC","St. Lawrence",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2025-02-21,"ECAC","Brown",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-02-21,"ECAC","Rensselaer",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2025-02-21,"Hockey East","Maine",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2025-02-21,"Hockey East","Massachusetts",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-02-21,"Hockey East","Northeastern",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2025-02-21,"Hockey East","Boston College",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2025-02-21,"NCHC","Western Michigan",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-02-21,"NCHC","Denver",NA,"Miami",NA,FALSE,FALSE,NA,NA
2025-02-21,"NCHC","Minnesota-Duluth",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2025-02-21,"NCHC","Colorado College",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2025-02-21,"Non-Conference","Long Island",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2025-02-21,"Non-Conference","Lindenwood",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2025-02-21,"Non-Conference","Alaska",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2025-02-22,"Hockey East","Mass.-Lowell",NA,"Providence",NA,FALSE,FALSE,NA,NA
2025-02-22,"Hockey East","Boston University",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2025-02-22,"Hockey East","New Hampshire",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-02-22,"Hockey East","Boston College",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2025-02-22,"Big Ten","Penn State",NA,"Michigan State",NA,FALSE,FALSE,NA,NA
2025-02-22,"Big Ten","Ohio State",NA,"Minnesota",NA,FALSE,FALSE,NA,NA
2025-02-22,"Big Ten","Notre Dame",NA,"Wisconsin",NA,FALSE,FALSE,NA,NA
2025-02-22,"Atlantic Hockey","American Int'l",NA,"Army",NA,FALSE,FALSE,NA,NA
2025-02-22,"Atlantic Hockey","Mercyhurst",NA,"RIT",NA,FALSE,FALSE,NA,NA
2025-02-22,"Atlantic Hockey","Bentley",NA,"Sacred Heart",NA,FALSE,FALSE,NA,NA
2025-02-22,"Atlantic Hockey","Canisius",NA,"Niagara",NA,FALSE,FALSE,NA,NA
2025-02-22,"Atlantic Hockey","Air Force",NA,"Robert Morris",NA,FALSE,FALSE,NA,NA
2025-02-22,"NCHC","Western Michigan",NA,"Arizona State",NA,FALSE,FALSE,NA,NA
2025-02-22,"NCHC","Colorado College",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2025-02-22,"NCHC","Minnesota-Duluth",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2025-02-22,"NCHC","Denver",NA,"Miami",NA,FALSE,FALSE,NA,NA
2025-02-22,"Non-Conference","Long Island",NA,"Stonehill",NA,FALSE,FALSE,NA,NA
2025-02-22,"Non-Conference","Alaska",NA,"Augustana",NA,FALSE,FALSE,NA,NA
2025-02-22,"Non-Conference","Lindenwood",NA,"Alaska-Anchorage",NA,FALSE,FALSE,NA,NA
2025-02-22,"CCHA","St. Thomas",NA,"Northern Michigan",NA,FALSE,FALSE,NA,NA
2025-02-22,"CCHA","Bowling Green",NA,"Bemidji State",NA,FALSE,FALSE,NA,NA
2025-02-22,"CCHA","Minnesota State",NA,"Lake Superior",NA,FALSE,FALSE,NA,NA
2025-02-22,"CCHA","Ferris State",NA,"Michigan Tech",NA,FALSE,FALSE,NA,NA
2025-02-22,"ECAC","Rensselaer",NA,"Harvard",NA,FALSE,FALSE,NA,NA
2025-02-22,"ECAC","Clarkson",NA,"Colgate",NA,FALSE,FALSE,NA,NA
2025-02-22,"ECAC","Union",NA,"Dartmouth",NA,FALSE,FALSE,NA,NA
2025-02-22,"ECAC","Yale",NA,"Princeton",NA,FALSE,FALSE,NA,NA
2025-02-22,"ECAC","Brown",NA,"Quinnipiac",NA,FALSE,FALSE,NA,NA
2025-02-22,"ECAC","St. Lawrence",NA,"Cornell",NA,FALSE,FALSE,NA,NA
2025-02-25,"Hockey East","Boston University",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2025-02-27,"Big Ten","Michigan",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2025-02-27,"Hockey East","Mass.-Lowell",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-02-28,"Big Ten","Michigan",NA,"Ohio State",NA,FALSE,FALSE,NA,NA
2025-02-28,"Big Ten","Minnesota",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-02-28,"Big Ten","Michigan State",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2025-02-28,"ECAC","Princeton",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-02-28,"ECAC","Cornell",NA,"Union",NA,FALSE,FALSE,NA,NA
2025-02-28,"ECAC","Quinnipiac",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-02-28,"ECAC","Harvard",NA,"Yale",NA,FALSE,FALSE,NA,NA
2025-02-28,"ECAC","Colgate",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2025-02-28,"ECAC","Dartmouth",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-02-28,"Hockey East","Northeastern",NA,"Connecticut",NA,FALSE,FALSE,NA,NA
2025-02-28,"Hockey East","New Hampshire",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2025-02-28,"Hockey East","Merrimack",NA,"Providence",NA,FALSE,FALSE,NA,NA
2025-02-28,"Hockey East","Vermont",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-02-28,"NCHC","St. Cloud State",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-02-28,"NCHC","North Dakota",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-02-28,"NCHC","Arizona State",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2025-02-28,"NCHC","Miami",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-02-28,"CCHA","Michigan Tech",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2025-02-28,"CCHA","Lake Superior",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2025-02-28,"CCHA","Bemidji State",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2025-02-28,"CCHA","Northern Michigan",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2025-02-28,"Non-Conference","Alaska",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-03-01,"Hockey East","Providence",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-03-01,"Hockey East","Massachusetts",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-03-01,"Hockey East","Boston College",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-03-01,"Hockey East","Vermont",NA,"Maine",NA,FALSE,FALSE,NA,NA
2025-03-01,"Hockey East","Connecticut",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2025-03-01,"Big Ten","Minnesota",NA,"Penn State",NA,FALSE,FALSE,NA,NA
2025-03-01,"Big Ten","Michigan State",NA,"Notre Dame",NA,FALSE,FALSE,NA,NA
2025-03-01,"ECAC","Colgate",NA,"Union",NA,FALSE,FALSE,NA,NA
2025-03-01,"ECAC","Quinnipiac",NA,"St. Lawrence",NA,FALSE,FALSE,NA,NA
2025-03-01,"ECAC","Cornell",NA,"Rensselaer",NA,FALSE,FALSE,NA,NA
2025-03-01,"ECAC","Harvard",NA,"Brown",NA,FALSE,FALSE,NA,NA
2025-03-01,"ECAC","Princeton",NA,"Clarkson",NA,FALSE,FALSE,NA,NA
2025-03-01,"ECAC","Dartmouth",NA,"Yale",NA,FALSE,FALSE,NA,NA
2025-03-01,"NCHC","St. Cloud State",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-03-01,"NCHC","North Dakota",NA,"Western Michigan",NA,FALSE,FALSE,NA,NA
2025-03-01,"NCHC","Miami",NA,"Minnesota-Duluth",NA,FALSE,FALSE,NA,NA
2025-03-01,"NCHC","Arizona State",NA,"Omaha",NA,FALSE,FALSE,NA,NA
2025-03-01,"CCHA","Bemidji State",NA,"Minnesota State",NA,FALSE,FALSE,NA,NA
2025-03-01,"CCHA","Northern Michigan",NA,"Ferris State",NA,FALSE,FALSE,NA,NA
2025-03-01,"CCHA","Michigan Tech",NA,"St. Thomas",NA,FALSE,FALSE,NA,NA
2025-03-01,"CCHA","Lake Superior",NA,"Bowling Green",NA,FALSE,FALSE,NA,NA
2025-03-01,"Non-Conference","Alaska",NA,"Long Island",NA,FALSE,FALSE,NA,NA
2025-03-06,"Hockey East","Northeastern",NA,"Merrimack",NA,FALSE,FALSE,NA,NA
2025-03-06,"Hockey East","Providence",NA,"Boston University",NA,FALSE,FALSE,NA,NA
2025-03-06,"Hockey East","Connecticut",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2025-03-07,"Hockey East","Maine",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-03-07,"Hockey East","New Hampshire",NA,"Mass.-Lowell",NA,FALSE,FALSE,NA,NA
2025-03-07,"NCHC","Colorado College",NA,"Denver",NA,FALSE,FALSE,NA,NA
2025-03-07,"NCHC","Western Michigan",NA,"Miami",NA,FALSE,FALSE,NA,NA
2025-03-07,"NCHC","Omaha",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2025-03-07,"NCHC","Minnesota-Duluth",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2025-03-08,"Hockey East","Merrimack",NA,"Boston College",NA,FALSE,FALSE,NA,NA
2025-03-08,"Hockey East","Maine",NA,"Massachusetts",NA,FALSE,FALSE,NA,NA
2025-03-08,"Hockey East","Mass.-Lowell",NA,"New Hampshire",NA,FALSE,FALSE,NA,NA
2025-03-08,"Hockey East","Boston University",NA,"Vermont",NA,FALSE,FALSE,NA,NA
2025-03-08,"Hockey East","Providence",NA,"Northeastern",NA,FALSE,FALSE,NA,NA
2025-03-08,"NCHC","Denver",NA,"Colorado College",NA,FALSE,FALSE,NA,NA
2025-03-08,"NCHC","Minnesota-Duluth",NA,"St. Cloud State",NA,FALSE,FALSE,NA,NA
2025-03-08,"NCHC","Omaha",NA,"North Dakota",NA,FALSE,FALSE,NA,NA
2025-03-08,"NCHC","Western Michigan",NA,"Miami",NA,FALSE,FALSE,NA,NA
